disease,text,risk_level
drug abuse (cocaine),"This depression is suffocating me, and I can't fight it alone.",Emergency
phimosis,"I noticed some swelling around my penis, and it’s starting to worry me.",Low
tuberculosis,"Please help, i can barely catch my breath, and it scares me to death.",High
acute glaucoma,"Every time I try to focus, I feel a sharp pain in my eye.",Medium
lymphogranuloma venereum,"I noticed a lump near my knee, and it's really concerning me lately.",Low
polycystic ovarian syndrome (pcos),I never expected infertility to be part of my life at this age.,Medium
pyogenic skin infection,There’s a constant ache in my hand that makes it difficult to hold things.,Medium
cushing syndrome,"I get so anxious lately, and I don't know how to manage it.",Low
jaw disorder,Swallowing has become a struggle; it feels like my jaw is locked up tight.,Medium
urinary tract obstruction,I didn’t expect this level of discomfort from such a common issue.,Medium
scoliosis,It’s frustrating when my back pain affects my daily routine.,Low
sciatica,I can hardly move without feeling sharp pain in my lower back.,Medium
gout,The persistent pain in my wrist has made typing at work unbearable.,Medium
malaria,Why does malaria have to cause such debilitating headaches? I’m exhausted! Is this serious?,High
aphthous ulcer,I’m tired of dealing with these tongue lesions that make everything painful.,Medium
molluscum contagiosum,"My dermatologist said the warts may take months to heal, which worries me.",Medium
dissociative disorder,I feel a constant sense of anxiety that just won't go away.,Low
injury to the leg,I can’t believe how much my knee hurts after that fall.,Medium
acute respiratory distress syndrome (ards),"The cough came out of nowhere, and now I’m scared.",Emergency
allergy to animals,I was surprised to find out that animals could make me feel so congested.,Low
intestinal malabsorption,"I keep feeling nauseous, and it's making me dread meal times.",Low
actinic keratosis,Why does my face feel so irritated and rough lately? It’s really concerning.,Medium
testicular cancer,"My diminished hearing has me scared, especially since I've noticed a scrotal mass.",Low
marijuana abuse,My alcohol abuse increased after I started using marijuana heavily.,Medium
bone disorder,"I feel muscle stiffness in my legs, and it’s so uncomfortable.",Low
osteochondrosis,"Sometimes my knees buckle unexpectedly, causing me to stumble.",Low
priapism,I didn't realize that alcohol abuse could lead to such problems.,Low
turner syndrome,"I often feel overwhelmed with sadness, and it’s hard to pinpoint why.",Low
balanitis,I didn’t expect to deal with a painful skin condition at my age.,Medium
parathyroid adenoma,Feeling anxious and having a tight throat is ruining my days.,Low
vitreous hemorrhage,I’m experiencing these weird clouds in my vision; it’s really annoying.,Low
valley fever,The night sweats and weight loss are new and very worrying; it's really concerning.,High
tuberous sclerosis,I am constantly battling depressive symptoms that feel overwhelming.,High
primary kidney disease,I just want to know why I'm having these kidney-related issues.,Low
urinary tract obstruction,My urination is so painful; it’s hard to go at all now.,Medium
open wound of the mouth,I can't even drink water without feeling sharp pain in my mouth.,Emergency
myocarditis,I'm constantly on edge with the sharp chest pain; it's like a warning sign.,High
typhoid fever,"I thought it was just a fever, but now my wrist is killing me!",Low
granuloma inguinale,This granuloma inguinale is causing me so much unexpected distress.,High
cirrhosis,I don’t know how to manage the fear from these worsening symptoms.,Emergency
congenital malformation syndrome,It’s so hard to watch my child in pain from gum issues that never seem to end What should I do?,High
aortic valve disease,I've been experiencing intense palpitations that just won't stop.,Emergency
testicular torsion,That sudden sharp pain caught me off guard and ruined my day.,Low
avascular necrosis,I get frustrated when my knee pain stops me from enjoying my favorite activities.,Low
metastatic cancer,"I just want to enjoy food again, but my appetite seems to vanish.",Low
endocarditis,"My heart keeps racing, and I feel so weak; I don't know what’s happening.",Emergency
acute stress reaction,The burning abdominal pain is making me anxious; I can't eat anything.,Emergency
pinguecula,All I want is for my pinguecula to stop causing discomfort and let me enjoy my day.,Low
pinworm infection,"The abdominal pain keeps coming and going, making me really uncomfortable.",Low
pulmonic valve disease,The fatigue and exercise intolerance are significantly impacting my quality of life. I really need help.,High
scoliosis,"My lower body pain seems to worsen with time, which is concerning.",Low
anemia due to malignancy,I feel like I'm going to faint every time I stand up; the weakness is overwhelming.,High
herpangina,My child can't sleep at night due to the painful mouth ulcers.,Medium
fracture of the finger,My finger swells up every time I try to use it; it's so annoying.,Low
hypothermia,"Please help, i was so weak that it felt impossible to keep walking in the freezing wind.",High
benign prostatic hyperplasia (bph),Why do I feel pain in my testicles every time I need to go?,Medium
pseudotumor cerebri,"I feel like my vision’s been blurry, and I can’t shake the fear.",Low
anemia due to malignancy,"Please help, i feel completely drained, and it’s making daily life unbearable.",High
vitreous degeneration,I didn’t expect to have pain in my eye from this condition.,Medium
cirrhosis,Why do I have constant shortness of breath even when resting?,Emergency
adrenal adenoma,"I wake up every day feeling overwhelmed with anxiety, and it’s exhausting What should I do?",High
anemia due to malignancy,Being fatigued all the time is so overwhelming and isolating Is this serious?,High
congenital heart defect,"Please help, the arm swelling is getting worse, and I feel like no one is taking our concerns seriously.",High
eye alignment disorder,Every day feels challenging with symptoms of eye misalignment affecting my balance.,Medium
lice,Why does my scalp feel so irritated? Lice could be the culprit!,Low
reactive arthritis,I can’t believe how long this knee lump has been hanging around!,Low
optic neuritis,Each day feels like a challenge when I can’t trust my eyesight or my body.,Low
onychomycosis,"The skin around my nails is swelling, and I don't know what to do.",Medium
panic disorder,"My mind races with negative thoughts, leaving me feeling completely drained.",Emergency
vaginitis,"My vaginal discharge has been abnormal, and it's causing me a lot of anxiety.",Medium
heart contusion,Why does my heart contusion make me feel so low?,Low
dementia,"I can't remember where I left my keys, and it's driving me insane.",Medium
cryptorchidism,"My child has noticeable swelling in the scrotum, which is concerning us.",Low
peripheral arterial disease,I’m worried about the swelling in my legs; it’s not going down at all.,Medium
injury to the spinal cord,"My headache just won’t go away, and it's exhausting.",Low
hepatic encephalopathy,Why do I keep fainting during my daily activities? It's so frustrating.,Emergency
presbyopia,I notice cloudiness in my vision when I'm reading at night.,Low
liver disease,I noticed my urine has an unusual color and smell; I’m scared about my liver health.,Emergency
gastroparesis,The burning abdominal pain is so intense that I feel like I need immediate help.,Emergency
poisoning due to analgesics,I didn’t expect my skin to react this way after taking pain relief.,Low
diabetic ketoacidosis,I’m struggling with confusion and just don’t feel like myself.,Emergency
necrotizing fasciitis,Why did my leg pain escalate so quickly after that minor scrape?,Low
toxic multinodular goiter,These episodes of double vision really affect my driving; I feel unsafe on the road.,Low
zenker diverticulum,I have lost weight because swallowing is so painful and food gets trapped.,High
oral leukoplakia,There's a strange white spot on my tongue that keeps making me feel self-conscious.,Low
