disease,text,risk_level
pneumoconiosis,I wish there was relief for the fever that keeps me awake at night.,High
poisoning due to antipsychotics,"The muscle stiffness is severe, and I feel extremely confused and agitated.",Emergency
esophageal cancer,These sharp pains in my stomach are making it hard to function.,High
gynecomastia,I keep having back pain that seems to be related to my breast size.,Medium
testicular cancer,The scrotum mass has left me anxious about what the future holds.,High
subconjunctival hemorrhage,"I noticed some bleeding from my eye, and I'm not sure what to do.",Emergency
esophageal cancer,I’m really scared about this shortness of breath; it just won’t let up.,High
common cold,I've been dealing with a sore throat and it just won't go away.,Low
irritable bowel syndrome,The unpredictability of diarrhea makes it impossible to travel comfortably.,Medium
aspergillosis,"My chest feels tight constantly, and I am running a low-grade fever that won't quit.",High
pneumothorax,Why does it hurt to take a deep breath? This is terrifying.,Emergency
stroke,"I kept forgetting what I wanted to say, and it was so frustrating.",Emergency
anemia due to malignancy,"I am constantly out of breath, and my heart pounds even when I am sitting still.",Medium
cryptococcosis,I can’t shake off this feeling of depression since my diagnosis of cryptococcosis.,Medium
cardiac arrest,I felt a strange weakness and a sharp pain in my chest.,Emergency
pancreatic cancer,I can't keep food down anymore; the nausea is unbearable.,High
cardiac arrest,I collapsed after feeling an intense tightness in my chest.,Emergency
birth trauma,The emotional toll from my birth experience has been so hard to handle.,Medium
burn,My skin irritation from that minor burn is making it hard to grip things.,Low
pneumoconiosis,"My lungs feel heavy, and I am producing more mucus than ever before.",High
vertebrobasilar insufficiency,My vision goes blurry and I feel faint when I turn my head certain ways. I really need help.,High
high blood pressure,"The nosebleeds are happening frequently, and my blood pressure is spiking dangerously; it's really concerning.",High
hypothyroidism,"I used to have thick hair, but now it’s so thin and lifeless.",Medium
burn,"I keep icing my wrist, but the pain from the burn is still bothering me.",Low
poisoning due to antipsychotics,"I can't control my movements properly, and my temperature is rising dangerously.",Emergency
hypertrophic obstructive cardiomyopathy (hocm),HOCM has turned my life upside down; the anxiety is relentless.,High
tuberculosis,"Lately, i've had a persistent cough for weeks, and now I'm coughing up blood.",Medium
vocal cord polyp,This tight feeling in my throat is making me anxious about talking.,Medium
open wound of the eye,"I thought the pain in my eye would resolve, but it feels just as bad as before.",Medium
poisoning due to antipsychotics,I've taken too much medication and my muscles are becoming extremely rigid; it's really concerning.,Emergency
poisoning due to antidepressants,"Sometimes, I just want to avoid everyone because of how I feel now.",Emergency
heart block,I'm concerned about the peripheral edema; my legs are unusually swollen.,Emergency
cervical cancer,"Lately, my pelvic pain has increased, and I'm unsure what's causing it.",High
anemia of chronic disease,"Some days, the weakness makes it hard to even get out of bed.",Medium
common cold,I can't believe how stuffy my nose is; it feels like it's completely blocked.,Low
insect bite,"My hand is swollen from a bite, and it's making it hard to grip anything.",Low
allergy to animals,"I used to love visiting my aunt, but now my throat is always sore there.",High
heart block,I'm experiencing severe palpitations; it feels like my heart is racing out of control.,Emergency
abscess of the lung,"It feels like I'm suffocating at times, and the cough only makes it worse.",High
ingrown toe nail,"This ingrown toenail has made my whole foot swell, and I can't stand it anymore.",Medium
colorectal cancer,"I've been experiencing sharp abdominal pain, and I'm not sure what to think.",High
drug poisoning due to medication,I didn’t expect to feel this sleepy; it’s affecting my daily routine.,Emergency
premature ventricular contractions (pvcs),There’s something off with my heart rhythm; I can’t shake the feeling that it’s dangerous.,Medium
vertebrobasilar insufficiency,The slurred speech and coordination problems come and go unpredictably. I really need help.,High
cervical cancer,The heavy menstrual flow I’ve had this month is really unusual for me.,High
deviated nasal septum,I can’t shake this dreadful feeling that my breathing issues are becoming critical.,Medium
acne,"Every month, my long menstrual periods come with new skin rashes.",Low
acne,The roughness of my skin is making my acne even more noticeable.,Low
heart block,The weakness I felt during my routine walk took me by surprise.,Emergency
pneumoconiosis,I cannot complete basic tasks without stopping to catch my breath multiple times.,High
common cold,The constant coughing is making my throat even sorer; it's so frustrating.,Low
acne,The acne on my scalp is not only embarrassing but also really itchy.,Low
pyogenic skin infection,The rash on my arm looks abnormal and I’m really worried about it.,Medium
diabetic ketoacidosis,I woke up with sharp abdominal pain and felt so weak.,Emergency
hypothermia,"My movements are slow and clumsy, and I can't seem to warm up no matter what I do; it's really concerning.",High
sinus bradycardia,I’m scared about this dizziness; I feel like I might collapse.,Medium
common cold,I didn’t expect nausea along with a cold; it’s really throwing me off.,Low
common cold,Why do I have chills during the day when I’m not even sick?,Low
common cold,Why do I have chills during the day when I’m not even sick?,Low
malignant hypertension,"I keep feeling nauseous, and the pain in my lower body won't go away.",Emergency
acne,The peeling skin around my acne makes me feel so self-conscious.,Low
insect bite,The swelling in my finger from an insect bite makes it hard to type at work.,Low
cerebral palsy,I’m overwhelmed by the challenges of his movement problems; I need urgent help.,High
allergy to animals,I can't believe how often I cough after playing with my neighbor’s dog.,High
poisoning due to antidepressants,My mood swings are worse now; I didn’t expect that from treatment.,Emergency
high blood pressure,The pounding headache and neck pain won't go away; my blood pressure is through the roof.,High
seasonal allergies (hay fever),"My throat is raw from coughing, and I feel so frustrated.",Low
cerebral palsy,"She can’t communicate, and it’s distressing to think about what she might be feeling.",High
intracranial abscess,I've been having seizures and the headache is unbearable; something is very wrong. I really need help.,Medium
huntington disease,My elbow weakness makes me feel so helpless at times.,High
poisoning due to sedatives,"Since taking sedatives, my depressive symptoms are getting worse.",Emergency
sialoadenitis,"Lately, my jaw has been swelling, and it's making it hard to eat anything without pain.",Medium
conversion disorder,"My vision went blurry out of nowhere, and now I'm having trouble seeing clearly.",Medium
open wound of the finger,"I’m experiencing persistent swelling in my finger, and it's quite uncomfortable.",Medium
burn,The burn on my finger makes typing really uncomfortable and slows me down.,Low
carbon monoxide poisoning,"I thought I was just stressed, but this headache won’t go away.",Emergency
poisoning due to antipsychotics,"The muscle stiffness is severe, and I feel extremely confused and agitated; it's really concerning.",Emergency
hammer toe,I can’t believe how a hammer toe can lead to skin growth issues.,Medium
pelvic organ prolapse,It’s disheartening to feel like my body is betraying me with these symptoms.,Medium
cold sore,I hate how this cold sore makes my skin feel so sensitive and irritated.,Medium
poisoning due to ethylene glycol,"Lately, i think I swallowed antifreeze by mistake, and now I'm feeling very sick.",Emergency
